season,season_id,week,week_z,event_id,slot,n_active,contestant_key,celeb_key,celeb_id,ballroom_partner,pro_id,industry_group,industry_id,age,age_z,y_j_score_z,share_mean,share_sd,share_ci2_5,share_ci97_5,share_mean_clipped,y_f_logit_share_mean,y_f_logit_share_se,logV_centered_mean,logV_centered_sd,logV_centered_ci2_5,logV_centered_ci97_5,eliminated_flag,contestant_idx,score_z,logV_mean,logV_sd,logV_ci2_5,logV_ci97_5,season_from_key,celebrity_name_from_key,celebrity_industry,celebrity_age_during_season,celebrity_name
1,0,2,-0.9260994187390595,1-2,4,6,S1:Rachel Hunter,S1:Rachel Hunter,124,Jonathan Roberts,34,Model,3,35.0,-0.09983218169272329,0.6344972848892212,0.2340052331274004,0.0808545434124985,0.0676077170875818,0.4019834363787445,0.2340052331274004,-1.1858318590583015,0.45107946491316836,1.6285867282960755,0.3689715441178013,0.8253239329815735,2.3414537475172903,0,124,0.6344972848892212,1.1080630711725767,1.5236986440520317,-1.8821015642906112,4.05024127890204,1,Rachel Hunter,Model,35.0,Rachel Hunter
1,0,2,-0.9260994187390595,1-2,5,6,S1:Trista Sutter,S1:Trista Sutter,125,Louis van Amstel,43,TV Personality,7,32.0,-0.3325309018293012,-0.5696581602096558,0.0248689866330329,0.0114049921230485,0.0050653010376416,0.0501884337892812,0.0248689866330329,-3.668950324230366,0.47029886611398414,-0.6638942763507797,0.3744108057159498,-1.577952767505471,-0.0361630840936059,1,125,-0.5696581602096558,-1.1844179334742784,1.4948875879314174,-4.028149553828553,1.6760801615278949,1,Trista Sutter,TV Personality,32.0,Trista Sutter
1,0,3,-0.5621336625253286,1-3,0,5,S1:Evander Holyfield,S1:Evander Holyfield,120,Edyta Sliwinska,21,Athlete,1,42.0,0.44313149862595846,-2.0146446228027344,0.002016796970327,0.0012148918613341,0.0004945535114251,0.0048122976652865,0.002016796970327,-6.2042258508656625,0.603604141117077,-3.686983132393435,0.4203984679407782,-4.592347380175213,-2.943078791241419,1,120,-2.0146446228027344,-3.733996430934831,1.4726034585222711,-6.723129244088572,-0.7792496500067565,1,Evander Holyfield,Athlete,42.0,Evander Holyfield
1,0,3,-0.5621336625253286,1-3,1,5,S1:Joey McIntyre,S1:Joey McIntyre,121,Ashly DelGrosso,8,Singer/Rapper,5,32.0,-0.3325309018293012,0.1528351157903671,0.1066663220119081,0.0426040287153768,0.0406535651731096,0.2125670137255384,0.1066663220119081,-2.1252546946622033,0.4471051182893749,0.3650329168499833,0.308426577509087,-0.2930499720922548,1.0305141685685806,0,121,0.1528351157903671,0.3180196183085879,1.4618098537854565,-2.608793933857155,3.1638726528604804,1,Joey McIntyre,Singer/Rapper,32.0,Joey McIntyre
1,0,3,-0.5621336625253286,1-3,2,5,S1:John O'Hurley,S1:John O'Hurley,122,Charlotte Jorgensen,12,Actor/Actress,0,50.0,1.063661418990166,0.6344972848892212,0.2704249227974824,0.0927323238704524,0.1269967404678437,0.5201126122350404,0.2704249227974824,-0.9924677686102101,0.47001794480068965,1.312787454382733,0.3403053542032582,0.7193089853103605,2.125994576833256,0,122,0.6344972848892212,1.2657741558413376,1.45538639244583,-1.683788709925406,4.153710672222598,1,John O'Hurley,Actor/Actress,50.0,John O'Hurley
1,0,3,-0.5621336625253286,1-3,3,5,S1:Kelly Monaco,S1:Kelly Monaco,123,Alec Mazo,2,Actor/Actress,0,29.0,-0.565229621965879,-0.0879959762096405,0.0728098853678959,0.0352060849133739,0.0269079123037094,0.1622724802497893,0.0728098853678959,-2.5443068964368116,0.5215051386769284,-0.0355593635926772,0.3219617430384839,-0.6832827101198321,0.6956259873145698,0,123,-0.0879959762096405,-0.0825726621340727,1.460293417862174,-3.008218185540306,2.8457832597844455,1,Kelly Monaco,Actor/Actress,29.0,Kelly Monaco
1,0,3,-0.5621336625253286,1-3,4,5,S1:Rachel Hunter,S1:Rachel Hunter,124,Jonathan Roberts,34,Model,3,35.0,-0.09983218169272329,1.116159439086914,0.5480820728523864,0.1106126555997981,0.2818725395507301,0.7362019134526712,0.5480820728523864,0.19292445747465595,0.4465803937573045,2.0447221247533967,0.372538197277891,1.228285183565079,2.768993788875517,0,124,1.116159439086914,1.997708826212001,1.4743000026138993,-1.0146732199150597,4.886866053386586,1,Rachel Hunter,Model,35.0,Rachel Hunter
1,0,4,-0.19816790631159759,1-4,0,4,S1:Joey McIntyre,S1:Joey McIntyre,121,Ashly DelGrosso,8,Singer/Rapper,5,32.0,-0.3325309018293012,-0.3288270533084869,0.038308946461488,0.0172713718784252,0.0121095252119439,0.0766557362819866,0.038308946461488,-3.2230097909363664,0.4688037217656595,-1.357212895696531,0.3099353289011353,-2.05565964141868,-0.755526248068752,0,121,-0.3288270533084869,-0.5734103622552291,1.488479134484148,-3.451275171830288,2.418937262058465,1,Joey McIntyre,Singer/Rapper,32.0,Joey McIntyre
1,0,4,-0.19816790631159759,1-4,1,4,S1:John O'Hurley,S1:John O'Hurley,122,Charlotte Jorgensen,12,Actor/Actress,0,50.0,1.063661418990166,-0.0879959762096405,0.0624428768989997,0.0295776651944665,0.0209078621616682,0.129590638879666,0.0624428768989997,-2.7090255180946077,0.5052231554936462,-0.866886962592954,0.3160687348278554,-1.5123658916476632,-0.1780832077947228,0,122,-0.0879959762096405,-0.0830844291516519,1.493586742388493,-2.986238330999971,2.8741675553544535,1,John O'Hurley,Actor/Actress,50.0,John O'Hurley
1,0,4,-0.19816790631159759,1-4,2,4,S1:Kelly Monaco,S1:Kelly Monaco,123,Alec Mazo,2,Actor/Actress,0,29.0,-0.565229621965879,1.116159439086914,0.5839947380387134,0.1068202006627862,0.3820941776927746,0.831430482089124,0.5839947380387134,0.33919406345328573,0.43968903115813324,1.444194941653431,0.3489586144816445,0.8659648648480576,2.293819716551933,0,123,1.116159439086914,2.2279974750947327,1.5114169650676257,-0.7386844152108826,5.3352541428161855,1,Kelly Monaco,Actor/Actress,29.0,Kelly Monaco
1,0,4,-0.19816790631159759,1-4,3,4,S1:Rachel Hunter,S1:Rachel Hunter,124,Jonathan Roberts,34,Model,3,35.0,-0.09983218169272329,0.8753283619880676,0.3152534386007988,0.0984908713336819,0.1004430260297381,0.5063417870201921,0.3152534386007988,-0.7756719041208858,0.4562535822020803,0.7799049166360544,0.3432333502292709,-0.0484821843639904,1.3708516447475347,1,124,0.8753283619880676,1.5637074500773565,1.5096626106008078,-1.4234533867881851,4.571443143715199,1,Rachel Hunter,Model,35.0,Rachel Hunter
1,0,5,0.16579784990213337,1-5,0,3,S1:Joey McIntyre,S1:Joey McIntyre,121,Ashly DelGrosso,8,Singer/Rapper,5,32.0,-0.3325309018293012,0.2732506692409515,0.0986802720594516,0.0401085347567936,0.031646471976011,0.1909043582197024,0.0986802720594516,-2.211975004996206,0.4509491592324261,-0.8685303398252364,0.2923710800671824,-1.544650681926677,-0.3039340420289474,1,121,0.2732506692409515,0.5683376489707062,1.4555818628545216,-2.2554758821359853,3.5146176263061695,1,Joey McIntyre,Singer/Rapper,32.0,Joey McIntyre
1,0,5,0.16579784990213337,1-5,1,3,S1:John O'Hurley,S1:John O'Hurley,122,Charlotte Jorgensen,12,Actor/Actress,0,50.0,1.063661418990166,1.3569905757904053,0.7377614847345245,0.0830174956917089,0.5419880091957208,0.8928983942512138,0.7377614847345245,1.0343661277060858,0.42909867358099285,1.2227957229318924,0.3044253503321465,0.6486579048159548,1.9420025049881793,0,122,1.3569905757904053,2.659663711727835,1.481696512991118,-0.2014039529598137,5.609497694984145,1,John O'Hurley,Actor/Actress,50.0,John O'Hurley
1,0,5,0.16579784990213337,1-5,2,3,S1:Kelly Monaco,S1:Kelly Monaco,123,Alec Mazo,2,Actor/Actress,0,29.0,-0.565229621965879,0.5140817761421204,0.1635582432060238,0.0659448429536345,0.0570223247955821,0.3264153982713222,0.1635582432060238,-1.6319877362760475,0.4820284766836966,-0.354265383106656,0.2900829778506042,-0.9791663284516964,0.2584423052650584,0,123,0.5140817761421204,1.0826026056892863,1.4664480376233884,-1.7626505548993558,3.98404602943083,1,Kelly Monaco,Actor/Actress,29.0,Kelly Monaco
1,0,6,0.5297636061158644,1-6,0,2,S1:John O'Hurley,S1:John O'Hurley,122,Charlotte Jorgensen,12,Actor/Actress,0,50.0,1.063661418990166,1.3569905757904053,0.4406123093869788,0.1113767209252512,0.200353367773281,0.6875304944208461,0.4406123093869788,-0.23867740414068275,0.4518818480777855,-0.1263266558390706,0.2515299408188748,-0.6920436540414058,0.3942996571046756,0,122,1.3569905757904053,2.6555559593635865,1.48509606021254,-0.2738425523403333,5.585273299995583,1,John O'Hurley,Actor/Actress,50.0,John O'Hurley
1,0,6,0.5297636061158644,1-6,1,2,S1:Kelly Monaco,S1:Kelly Monaco,123,Alec Mazo,2,Actor/Actress,0,29.0,-0.565229621965879,1.4774061441421509,0.5593876906130212,0.1113767209252512,0.3124695055791537,0.7996466322267187,0.5593876906130212,0.23867740414068278,0.4518818480777855,0.1263266558390706,0.2515299408188748,-0.3942996571046755,0.6920436540414053,0,123,1.4774061441421509,2.9082092710417276,1.4934470710451604,-0.0058492717717557,5.856192842912816,1,Kelly Monaco,Actor/Actress,29.0,Kelly Monaco
2,1,1,-1.2900651749527905,2-1,0,10,S2:Drew Lachey,S2:Drew Lachey,251,Cheryl Burke,14,Singer/Rapper,5,29.0,-0.565229621965879,0.1729163527488708,0.2895587383308352,0.0838167439169469,0.1435936984776041,0.4964165612142537,0.2895587383308352,-0.8975281000746106,0.4074421294817979,1.8304093286915983,0.4001641824699979,1.1212656792460622,2.7511441471378024,0,251,0.1729163527488708,0.4015547610105883,1.4868921213225643,-2.5238832955517605,3.40818250102937,2,Drew Lachey,Singer/Rapper,29.0,Drew Lachey
2,1,1,-1.2900651749527905,2-1,1,10,S2:George Hamilton,S2:George Hamilton,252,Edyta Sliwinska,21,Actor/Actress,0,66.0,2.3047212597185815,-1.0915216207504272,0.0257816335565983,0.0106288270718438,0.0085692884178542,0.0482349767973619,0.0257816335565983,-3.631973113270449,0.4231736301971416,-0.6322474348967807,0.3357726017165391,-1.3901799968209103,0.0413409190144196,0,252,-1.0915216207504272,-2.061102002577791,1.503092728492369,-5.0754647036329406,1.025295789769452,2,George Hamilton,Actor/Actress,66.0,George Hamilton
2,1,1,-1.2900651749527905,2-1,2,10,S2:Giselle Fernandez,S2:Giselle Fernandez,253,Jonathan Roberts,34,Other,4,44.0,0.5982639787170104,-0.037823311984539,0.1698684718015315,0.0556915392586917,0.0546520126892823,0.2849484435289994,0.1698684718015315,-1.5865597136364735,0.39493855533956274,1.2696267081768773,0.3721033699534154,0.4056368077957931,1.9390599216791025,0,253,-0.037823311984539,-0.1592278595041331,1.5117561124087444,-3.1504470004930067,2.8665735250513076,2,Giselle Fernandez,News Anchor,44.0,Giselle Fernandez
2,1,1,-1.2900651749527905,2-1,3,10,S2:Jerry Rice,S2:Jerry Rice,254,Anna Trebunskaya,6,Athlete,1,43.0,0.5206977386714844,-0.4593026340007782,0.1074304666563583,0.0521141459907182,0.0513736892195366,0.2600664749759047,0.1074304666563583,-2.117260602640437,0.5434831755824655,0.7985380808841575,0.4179314138330433,0.2070920302506537,1.9231743941977568,0,254,-0.4593026340007782,-0.6303164867968531,1.5060286510321468,-3.5962087110818537,2.4953761763561344,2,Jerry Rice,Athlete,43.0,Jerry Rice
2,1,1,-1.2900651749527905,2-1,4,10,S2:Kenny Mayne,S2:Kenny Mayne,255,Andrea Hale,4,Other,4,46.0,0.7533964588080623,-2.1452198028564453,0.0034960925070762,0.001668946780445,0.0007501634323842,0.0071111204191763,0.0034960925070762,-5.652607142584984,0.479049693316076,-2.6800824215892853,0.4331959379297619,-3.7586931312239273,-1.9963783851120824,1,255,-2.1452198028564453,-4.108936989270296,1.5489704358298744,-7.260316659233559,-1.0447513193527431,2,Kenny Mayne,Sports Broadcaster,46.0,Kenny Mayne
2,1,1,-1.2900651749527905,2-1,5,10,S2:Lisa Rinna,S2:Lisa Rinna,256,Louis van Amstel,43,Actor/Actress,0,42.0,0.44313149862595846,-0.8807819485664368,0.0371418240713991,0.0148871348481552,0.0115296728617629,0.0699061483679844,0.0371418240713991,-3.2551624596622624,0.41628002426034066,-0.2687840384580228,0.340243120789735,-1.077944064367381,0.3817275291230429,0,256,-0.8807819485664368,-1.6976386061390334,1.5122010773193562,-4.7362405458198245,1.3639170197717578,2,Lisa Rinna,Actor/Actress,42.0,Lisa Rinna
2,1,1,-1.2900651749527905,2-1,6,10,S2:Master P,S2:Master P,257,Ashly DelGrosso,8,Singer/Rapper,5,35.0,-0.09983218169272329,-2.35595965385437,0.0030985223054301,0.0017268288898778,0.0009547546055342,0.007338655698218,0.0030985223054301,-5.773726624139799,0.5590394283152025,-2.788455562111218,0.4034721605447156,-3.5507479250893255,-1.9192266663275048,0,257,-2.35595965385437,-4.217310129792228,1.5078998100764291,-7.174361524903271,-1.2274863451122706,2,Master P,Singer/Rapper,35.0,Master P
2,1,1,-1.2900651749527905,2-1,7,10,S2:Stacy Keibler,S2:Stacy Keibler,258,Tony Dovolani,52,Athlete,1,26.0,-0.797928342102457,-0.2485629618167877,0.1318999541889774,0.0502107438625304,0.0535970044990071,0.2557158211778217,0.1318999541889774,-1.8842632557624683,0.4385127563874026,1.0193137565284296,0.3706121013085923,0.3300204706338817,1.8766572647884392,0,258,-0.2485629618167877,-0.4095408111525808,1.5023495068924866,-3.3849338913434512,2.615632005421083,2,Stacy Keibler,Athlete,26.0,Stacy Keibler
2,1,1,-1.2900651749527905,2-1,8,10,S2:Tatum O'Neal,S2:Tatum O'Neal,259,Nick Kosovich,46,Actor/Actress,0,42.0,0.44313149862595846,-0.037823311984539,0.1769415337975415,0.055426481935335,0.0691838158642192,0.2988986650788077,0.1769415337975415,-1.5372078780180665,0.38058953247958105,1.3227975415192572,0.3518096649152537,0.5731139242175768,2.037824123453877,0,259,-0.037823311984539,-0.1060570261617533,1.5020844842231105,-3.148685904973201,2.8701042901539857,2,Tatum O'Neal,Actor/Actress,42.0,Tatum O'Neal
2,1,1,-1.2900651749527905,2-1,9,10,S2:Tia Carrere,S2:Tia Carrere,260,Maksim Chmerkoskiy,44,Actor/Actress,0,39.0,0.21043277848938058,-0.6700422763824463,0.0547827627842521,0.0201420694201242,0.0171849612245567,0.0996898911684893,0.0547827627842521,-2.8480391849859896,0.3889811221457036,0.1288840412549864,0.3409970261296832,-0.6529986367340057,0.7920472521533337,0,260,-0.6700422763824463,-1.2999705264260242,1.4861786580984375,-4.317347288015884,1.6860478910341117,2,Tia Carrere,Actor/Actress,39.0,Tia Carrere
2,1,2,-0.9260994187390595,2-2,0,9,S2:Drew Lachey,S2:Drew Lachey,251,Cheryl Burke,14,Singer/Rapper,5,29.0,-0.565229621965879,0.8051353096961975,0.2501538233104552,0.0841051800540886,0.0998417553281203,0.463968033393746,0.2501538233104552,-1.0977920658588713,0.4483770946074694,1.932896026843407,0.397520907760626,1.2207052019123148,2.8486480270632857,0,251,0.8051353096961975,1.5981230346892006,1.4465526658484644,-1.2195076820270183,4.44066155426967,2,Drew Lachey,Singer/Rapper,29.0,Drew Lachey
2,1,2,-0.9260994187390595,2-2,1,9,S2:George Hamilton,S2:George Hamilton,252,Edyta Sliwinska,21,Actor/Actress,0,66.0,2.3047212597185815,-0.2485629618167877,0.0331523128529256,0.0142399313097564,0.0091550587120375,0.0659844391464189,0.0331523128529256,-3.3729284888238205,0.44425875949269195,-0.1294869723532231,0.3300408264203266,-0.8596885170850833,0.5523345027470892,0,252,-0.2485629618167877,-0.4642599645074293,1.4434471533465396,-3.342783290333913,2.387991563289246,2,George Hamilton,Actor/Actress,66.0,George Hamilton
2,1,2,-0.9260994187390595,2-2,2,9,S2:Giselle Fernandez,S2:Giselle Fernandez,253,Jonathan Roberts,34,Other,4,44.0,0.5982639787170104,0.1729163527488708,0.0671875528684771,0.0270716907683984,0.0157422358866503,0.124800430627186,0.0671875528684771,-2.630716154143264,0.43194875313921144,0.571566089816907,0.3717088591530121,-0.3137942019284613,1.2129284009792844,0,253,0.1729163527488708,0.2367930976627009,1.4437164982445496,-2.576776154250545,3.092486269184639,2,Giselle Fernandez,News Anchor,44.0,Giselle Fernandez
2,1,2,-0.9260994187390595,2-2,3,9,S2:Jerry Rice,S2:Jerry Rice,254,Anna Trebunskaya,6,Athlete,1,43.0,0.5206977386714844,-0.037823311984539,0.0623584495652572,0.0337905529338999,0.0237008632157758,0.1494878926365334,0.0623584495652572,-2.7104685523452705,0.5779139069005936,0.5007511420072484,0.4007555226004901,-0.0779309689203538,1.5954539575896245,0,254,-0.037823311984539,0.1659781498530421,1.448706683201019,-2.7098218685969697,3.060033384080386,2,Jerry Rice,Athlete,43.0,Jerry Rice
2,1,2,-0.9260994187390595,2-2,4,9,S2:Lisa Rinna,S2:Lisa Rinna,256,Louis van Amstel,43,Actor/Actress,0,42.0,0.44313149862595846,-0.6700422763824463,0.0147322070574496,0.0069461059815503,0.0032892847309792,0.0298883439622863,0.0147322070574496,-4.20287742180049,0.47854116738593555,-0.966844642666545,0.3589702041128464,-1.824313560353112,-0.329373343240159,0,256,-0.6700422763824463,-1.301617634820751,1.4484978404010636,-4.135265344469952,1.5457840723343166,2,Lisa Rinna,Actor/Actress,42.0,Lisa Rinna
2,1,2,-0.9260994187390595,2-2,5,9,S2:Master P,S2:Master P,257,Ashly DelGrosso,8,Singer/Rapper,5,35.0,-0.09983218169272329,-1.5130009651184082,0.0039967210834231,0.0023656980664204,0.0010818352168997,0.0099114813553377,0.0039967210834231,-5.518276253850085,0.5942849132977199,-2.2856950429618683,0.389432070674426,-2.9886915532989806,-1.41443156079069,0,257,-1.5130009651184082,-2.6204680351160743,1.4462209041271152,-5.47813396654451,0.2388142550989904,2,Master P,Singer/Rapper,35.0,Master P
2,1,2,-0.9260994187390595,2-2,6,9,S2:Stacy Keibler,S2:Stacy Keibler,258,Tony Dovolani,52,Athlete,1,26.0,-0.797928342102457,1.2266145944595337,0.5319029909459823,0.1040746520847287,0.3066581392181678,0.7583605698776781,0.5319029909459823,0.12778556612767605,0.4180003728467825,2.7228951160066903,0.4250786320365536,1.9966735529784791,3.7159935200619065,0,258,1.2266145944595337,2.388122123852484,1.4639561179313003,-0.5184496465620588,5.315742543218745,2,Stacy Keibler,Athlete,26.0,Stacy Keibler
2,1,2,-0.9260994187390595,2-2,7,9,S2:Tatum O'Neal,S2:Tatum O'Neal,259,Nick Kosovich,46,Actor/Actress,0,42.0,0.44313149862595846,-1.302261233329773,0.0045231225369901,0.0023238662613801,0.0008092626416781,0.0097536888670569,0.0045231225369901,-5.394019314074854,0.5161091996307631,-2.1771788049192455,0.4146474984890578,-3.2177568144505693,-1.5141195562047671,1,259,-1.302261233329773,-2.5119517970734515,1.4808211166991954,-5.456103985996713,0.4330758189136887,2,Tatum O'Neal,Actor/Actress,42.0,Tatum O'Neal
2,1,2,-0.9260994187390595,2-2,8,9,S2:Tia Carrere,S2:Tia Carrere,260,Maksim Chmerkoskiy,44,Actor/Actress,0,39.0,0.21043277848938058,-0.2485629618167877,0.0319928197790395,0.0132793543030692,0.0079723174044987,0.0609755490315898,0.0319928197790395,-3.409728009115379,0.4287911962976772,-0.1689029117733707,0.3428914098287408,-0.9688810987820774,0.466332070365495,0,260,-0.2485629618167877,-0.503675903927577,1.4370769405964507,-3.397632582118552,2.3632956912670413,2,Tia Carrere,Actor/Actress,39.0,Tia Carrere
2,1,3,-0.5621336625253286,2-3,0,8,S2:Drew Lachey,S2:Drew Lachey,251,Cheryl Burke,14,Singer/Rapper,5,29.0,-0.565229621965879,0.8051353096961975,0.2999015522263916,0.0894577221194159,0.1443493870634562,0.5223170893750334,0.2999015522263916,-0.847766703276344,0.4260690689016988,1.7107828702435048,0.3875970575104037,0.9966365266602136,2.584617291204933,0,251,0.8051353096961975,1.5927149373086713,1.455093238131609,-1.3116866646672751,4.449960304751255,2,Drew Lachey,Singer/Rapper,29.0,Drew Lachey
2,1,3,-0.5621336625253286,2-3,1,8,S2:George Hamilton,S2:George Hamilton,252,Edyta Sliwinska,21,Actor/Actress,0,66.0,2.3047212597185815,-0.2485629618167877,0.0397075266158724,0.0163892275516047,0.0131962645290196,0.075413303788115,0.0397075266158724,-3.185697140812334,0.4298155509992367,-0.3516001289531252,0.3322428653402056,-1.1136017676711238,0.3045826827367423,0,252,-0.2485629618167877,-0.4696680618879584,1.4533436089004137,-3.366447967771336,2.3986089042860153,2,George Hamilton,Actor/Actress,66.0,George Hamilton
2,1,3,-0.5621336625253286,2-3,2,8,S2:Giselle Fernandez,S2:Giselle Fernandez,253,Jonathan Roberts,34,Other,4,44.0,0.5982639787170104,-0.2485629618167877,0.0366101962302933,0.0148519741271987,0.0093764543610481,0.0677157277354226,0.0366101962302933,-3.270131323413721,0.42109499710105325,-0.4510944257491173,0.3886807357230368,-1.3949153408603068,0.1688504105872397,1,253,-0.2485629618167877,-0.5691623586839506,1.4653839492152674,-3.5832824830959407,2.2578686862274733,2,Giselle Fernandez,News Anchor,44.0,Giselle Fernandez
2,1,3,-0.5621336625253286,2-3,3,8,S2:Jerry Rice,S2:Jerry Rice,254,Anna Trebunskaya,6,Athlete,1,43.0,0.5206977386714844,-0.8807819485664368,0.015382658545634,0.0086635007007831,0.0058433434198228,0.0376577479101203,0.015382658545634,-4.159012273395988,0.5719980318204807,-1.3224567466763464,0.3645792516775128,-1.9240469124675856,-0.3971221406707376,0,254,-0.8807819485664368,-1.4405246796111797,1.4617947976315904,-4.352707660213888,1.465545370385776,2,Jerry Rice,Athlete,43.0,Jerry Rice
