p_mean,eliminated_flag,event_id,contestant_key,season_id,week,pro_id,celeb_id
0.03151893394464888,0,3-3,S3:Emmitt Smith,2,3,14,332
0.4572757897707862,1,3-3,S3:Harry Hamlin,2,3,8,333
0.12737397648319068,0,3-3,S3:Jerry Springer,2,3,40,334
0.015477154600443507,0,3-3,S3:Joey Lawrence,2,3,21,335
0.004099985854596645,0,3-3,S3:Mario Lopez,2,3,36,336
0.002303979289242661,0,3-3,S3:Monique Coleman,2,3,43,337
0.04642503750805956,0,3-3,S3:Sara Evans,2,3,52,338
0.010623989310524282,0,3-3,S3:Vivica A. Fox,2,3,46,341
0.08345873677159417,0,3-3,S3:Willa Ford,2,3,44,342
0.010840494920383255,0,3-4,S3:Emmitt Smith,2,4,14,332
0.26686845203119913,0,3-4,S3:Jerry Springer,2,4,40,334
0.009991180127070353,0,3-4,S3:Joey Lawrence,2,4,21,335
0.00025352005308279025,0,3-4,S3:Mario Lopez,2,4,36,336
0.07522461418139104,0,3-4,S3:Monique Coleman,2,4,43,337
0.5124725507904327,0,3-4,S3:Sara Evans,2,4,52,338
0.11870329440524204,1,3-4,S3:Vivica A. Fox,2,4,46,341
0.06518138529318954,0,3-4,S3:Willa Ford,2,4,44,342
0.004103652519240074,0,3-5,S3:Emmitt Smith,2,5,14,332
0.20885855489968957,0,3-5,S3:Jerry Springer,2,5,40,334
0.036979876086490365,0,3-5,S3:Joey Lawrence,2,5,21,335
0.002588556094105936,0,3-5,S3:Mario Lopez,2,5,36,336
0.05429510586074783,0,3-5,S3:Monique Coleman,2,5,43,337
0.5213239247184245,1,3-5,S3:Sara Evans,2,5,52,338
0.12966579014141813,1,3-5,S3:Willa Ford,2,5,44,342
0.008782576626797857,0,3-7,S3:Emmitt Smith,2,7,14,332
0.7099599548982466,1,3-7,S3:Jerry Springer,2,7,40,334
0.03528291650567071,0,3-7,S3:Joey Lawrence,2,7,21,335
0.008584266186151554,0,3-7,S3:Mario Lopez,2,7,36,336
0.2344913851688223,0,3-7,S3:Monique Coleman,2,7,43,337
0.06705103315183909,0,3-8,S3:Emmitt Smith,2,8,14,332
0.1935386247714601,0,3-8,S3:Joey Lawrence,2,8,21,335
0.009778734551212767,0,3-8,S3:Mario Lopez,2,8,36,336
0.5293955123079505,1,3-8,S3:Monique Coleman,2,8,43,337
0.09566072136085448,0,3-9,S3:Emmitt Smith,2,9,14,332
0.29548155179760305,1,3-9,S3:Joey Lawrence,2,9,21,335
0.05980521892538506,0,3-9,S3:Mario Lopez,2,9,36,336
0.0002923774086205775,0,4-2,S4:Apolo Anton Ohno,3,2,35,343
0.0773145626195515,0,4-2,S4:Billy Ray Cyrus,3,2,36,344
0.4171615193414977,0,4-2,S4:Clyde Drexler,3,2,22,345
0.11134301797820473,0,4-2,S4:Heather Mills,3,2,34,346
0.012739152271296317,0,4-2,S4:Ian Ziering,3,2,14,347
0.000799262142274658,0,4-2,S4:Joey Fatone,3,2,40,348
0.10604863889115311,0,4-2,S4:John Ratzenberger,3,2,21,349
0.000201308597462641,0,4-2,S4:Laila Ali,3,2,44,350
0.09833200818054105,0,4-2,S4:Leeza Gibbons,3,2,52,351
0.27930698511803237,1,4-2,S4:Paulina Porizkova,3,2,2,352
0.06345198809787748,0,4-2,S4:Shandi Finnessey,3,2,10,353
0.0011584217117248442,0,4-3,S4:Apolo Anton Ohno,3,3,35,343
0.06942952441290509,0,4-3,S4:Billy Ray Cyrus,3,3,36,344
0.615082421862856,0,4-3,S4:Clyde Drexler,3,3,22,345
0.08891291541471329,0,4-3,S4:Heather Mills,3,3,34,346
0.008662964545580578,0,4-3,S4:Ian Ziering,3,3,14,347
0.0010120670224731817,0,4-3,S4:Joey Fatone,3,3,40,348
0.16149779770546369,0,4-3,S4:John Ratzenberger,3,3,21,349
0.004232963699691431,0,4-3,S4:Laila Ali,3,3,44,350
0.022845931086496962,0,4-3,S4:Leeza Gibbons,3,3,52,351
0.12206483132139911,1,4-3,S4:Shandi Finnessey,3,3,10,353
0.0006553285062562974,0,4-4,S4:Apolo Anton Ohno,3,4,35,343
0.2225770655551623,0,4-4,S4:Billy Ray Cyrus,3,4,36,344
0.5716819062851409,0,4-4,S4:Clyde Drexler,3,4,22,345
0.22739967758001198,0,4-4,S4:Heather Mills,3,4,34,346
0.02077210988128123,0,4-4,S4:Ian Ziering,3,4,14,347
0.00011121397379662895,0,4-4,S4:Joey Fatone,3,4,40,348
0.29221700118773747,0,4-4,S4:John Ratzenberger,3,4,21,349
0.006116311587346877,0,4-4,S4:Laila Ali,3,4,44,350
0.18710567432921646,1,4-4,S4:Leeza Gibbons,3,4,52,351
0.0001213110156351772,0,4-5,S4:Apolo Anton Ohno,3,5,35,343
0.3689149144012224,0,4-5,S4:Billy Ray Cyrus,3,5,36,344
0.801949534712765,1,4-5,S4:Clyde Drexler,3,5,22,345
0.3128445753168045,0,4-5,S4:Heather Mills,3,5,34,346
0.04251885603780594,0,4-5,S4:Ian Ziering,3,5,14,347
0.0038352038956332426,0,4-5,S4:Joey Fatone,3,5,40,348
0.39556102402791693,0,4-5,S4:John Ratzenberger,3,5,21,349
0.002580339068576607,0,4-5,S4:Laila Ali,3,5,44,350
0.001817156724754261,0,4-6,S4:Apolo Anton Ohno,3,6,35,343
0.5335415036076866,0,4-6,S4:Billy Ray Cyrus,3,6,36,344
0.5149880561845568,1,4-6,S4:Heather Mills,3,6,34,346
0.09322851635943055,0,4-6,S4:Ian Ziering,3,6,14,347
0.004218961220551281,0,4-6,S4:Joey Fatone,3,6,40,348
0.6180925159079632,0,4-6,S4:John Ratzenberger,3,6,21,349
0.003173431915349379,0,4-6,S4:Laila Ali,3,6,44,350
0.008435644285938855,0,4-7,S4:Apolo Anton Ohno,3,7,35,343
0.7161934101920964,0,4-7,S4:Billy Ray Cyrus,3,7,36,344
0.12412757779726426,0,4-7,S4:Ian Ziering,3,7,14,347
0.003977479209287521,0,4-7,S4:Joey Fatone,3,7,40,348
0.7414122105278984,1,4-7,S4:John Ratzenberger,3,7,21,349
0.004508750491597113,0,4-7,S4:Laila Ali,3,7,44,350
0.004398548577305178,0,4-8,S4:Apolo Anton Ohno,3,8,35,343
0.8593592199894609,1,4-8,S4:Billy Ray Cyrus,3,8,36,344
0.37048992291592214,0,4-8,S4:Ian Ziering,3,8,14,347
0.01906429811739381,0,4-8,S4:Joey Fatone,3,8,40,348
0.03512273702681545,0,4-8,S4:Laila Ali,3,8,44,350
0.05541523990295917,0,4-9,S4:Apolo Anton Ohno,3,9,35,343
0.5489425542664084,1,4-9,S4:Ian Ziering,3,9,14,347
0.05912956044402323,0,4-9,S4:Joey Fatone,3,9,40,348
0.0720046819494867,0,4-9,S4:Laila Ali,3,9,44,350
0.29354469453522575,0,5-1,S5:Albert Reed,4,1,6,354
0.034216473483205896,0,5-1,S5:Cameron Mathison,4,1,21,355
0.00020016115544586687,0,5-1,S5:Helio Castroneves,4,1,35,356
0.005640956635476934,0,5-1,S5:Jane Seymour,4,1,52,357
0.015335733602392352,0,5-1,S5:Jennie Garth,4,1,19,358
0.6932764703284084,1,5-1,S5:Josie Maran,4,1,2,359
0.00614731182250729,0,5-1,S5:Marie Osmond,4,1,34,360
0.10714136907735401,0,5-1,S5:Mark Cuban,4,1,40,361
0.000430405326935124,0,5-1,S5:Mel B,4,1,44,362
0.0010530372362964552,0,5-1,S5:Sabrina Bryan,4,1,45,363
0.555207834956632,0,5-1,S5:Wayne Newton,4,1,14,364
0.4018867354784816,1,5-2,S5:Albert Reed,4,2,6,354
0.058609384834751185,0,5-2,S5:Cameron Mathison,4,2,21,355
4.4184057631137576e-05,0,5-2,S5:Helio Castroneves,4,2,35,356
0.030295504549885447,0,5-2,S5:Jane Seymour,4,2,52,357
0.029293977504726284,0,5-2,S5:Jennie Garth,4,2,19,358
0.005661749205317867,0,5-2,S5:Marie Osmond,4,2,34,360
0.25795544362531214,0,5-2,S5:Mark Cuban,4,2,40,361
0.0019769129660238347,0,5-2,S5:Mel B,4,2,44,362
0.004351211597415177,0,5-2,S5:Sabrina Bryan,4,2,45,363
0.6430379355869978,0,5-2,S5:Wayne Newton,4,2,14,364
0.11104489207366884,0,5-3,S5:Cameron Mathison,4,3,21,355
0.0034799601737670926,0,5-3,S5:Helio Castroneves,4,3,35,356
0.008181021546996665,0,5-3,S5:Jane Seymour,4,3,52,357
0.018076829366868236,0,5-3,S5:Jennie Garth,4,3,19,358
0.005278554055702963,0,5-3,S5:Marie Osmond,4,3,34,360
0.40730794094903716,0,5-3,S5:Mark Cuban,4,3,40,361
0.0008499165227620054,0,5-3,S5:Mel B,4,3,44,362
0.008274655165278947,0,5-3,S5:Sabrina Bryan,4,3,45,363
0.7811389171569036,1,5-3,S5:Wayne Newton,4,3,14,364
0.16604214935493664,0,5-5,S5:Cameron Mathison,4,5,21,355
0.021153532298248824,0,5-5,S5:Helio Castroneves,4,5,35,356
0.07064451944348435,0,5-5,S5:Jane Seymour,4,5,52,357
0.06888467010116107,0,5-5,S5:Jennie Garth,4,5,19,358
0.12102793389869404,0,5-5,S5:Marie Osmond,4,5,34,360
0.5554106328131756,1,5-5,S5:Mark Cuban,4,5,40,361
0.00026863273236428796,0,5-5,S5:Mel B,4,5,44,362
0.013715572548508461,0,5-5,S5:Sabrina Bryan,4,5,45,363
0.3622307504553686,0,5-6,S5:Cameron Mathison,4,6,21,355
0.006223219542164764,0,5-6,S5:Helio Castroneves,4,6,35,356
0.40335559830212636,0,5-6,S5:Jane Seymour,4,6,52,357
0.1275936772242487,0,5-6,S5:Jennie Garth,4,6,19,358
0.16762824068194795,0,5-6,S5:Marie Osmond,4,6,34,360
0.00034722439613541964,0,5-6,S5:Mel B,4,6,44,362
0.13355396649019471,1,5-6,S5:Sabrina Bryan,4,6,45,363
0.41609751404339884,0,5-7,S5:Cameron Mathison,4,7,21,355
0.012027499330760182,0,5-7,S5:Helio Castroneves,4,7,35,356
0.28493779902041144,1,5-7,S5:Jane Seymour,4,7,52,357
0.11440732874845219,0,5-7,S5:Jennie Garth,4,7,19,358
0.046685103031247135,0,5-7,S5:Marie Osmond,4,7,34,360
0.007611800273693935,0,5-7,S5:Mel B,4,7,44,362
0.6165080630290033,1,5-8,S5:Cameron Mathison,4,8,21,355
0.003686688535512366,0,5-8,S5:Helio Castroneves,4,8,35,356
0.3393205235063974,0,5-8,S5:Jennie Garth,4,8,19,358
0.2370316627547032,0,5-8,S5:Marie Osmond,4,8,34,360
0.009870015661288081,0,5-8,S5:Mel B,4,8,44,362
0.023641116261336758,0,5-9,S5:Helio Castroneves,4,9,35,356
0.4475538884993321,1,5-9,S5:Jennie Garth,4,9,19,358
0.33384631590715125,0,5-9,S5:Marie Osmond,4,9,34,360
0.026226133406296388,0,5-9,S5:Mel B,4,9,44,362
0.3492097045689623,0,6-2,S6:Adam Carolla,5,2,35,365
0.00886916435751265,0,6-2,S6:Cristian de la Fuente,5,2,14,366
0.0001415488652691092,0,6-2,S6:Jason Taylor,5,2,21,367
4.016664620346518e-05,0,6-2,S6:Kristi Yamaguchi,5,2,45,368
0.004119837294829214,0,6-2,S6:Mario,5,2,36,369
0.02166565580364516,0,6-2,S6:Marissa Jaret Winokur,5,2,52,370
0.025256934125887264,0,6-2,S6:Marlee Matlin,5,2,27,371
0.6418682308830833,1,6-2,S6:Monica Seles,5,2,34,372
0.40740049938693884,1,6-2,S6:Penn Jillette,5,2,40,373
0.027882853861649615,0,6-2,S6:Priscilla Presley,5,2,43,374
0.015091972714773938,0,6-2,S6:Shannon Elizabeth,5,2,19,375
0.28308321368489753,0,6-2,S6:Steve Guttenberg,5,2,6,376
0.565633642816542,0,6-3,S6:Adam Carolla,5,3,35,365
0.0026668460764411464,0,6-3,S6:Cristian de la Fuente,5,3,14,366
0.00277369737404858,0,6-3,S6:Jason Taylor,5,3,21,367
7.715270394051757e-05,0,6-3,S6:Kristi Yamaguchi,5,3,45,368
0.04369914199509051,0,6-3,S6:Mario,5,3,36,369
0.09889881902388233,0,6-3,S6:Marissa Jaret Winokur,5,3,52,370
0.12879169120441955,0,6-3,S6:Marlee Matlin,5,3,27,371
0.0136456317506055,0,6-3,S6:Priscilla Presley,5,3,43,374
0.03773516612739487,0,6-3,S6:Shannon Elizabeth,5,3,19,375
0.5783220855250697,1,6-3,S6:Steve Guttenberg,5,3,6,376
0.6822593627249789,1,6-4,S6:Adam Carolla,5,4,35,365
0.011731491830014583,0,6-4,S6:Cristian de la Fuente,5,4,14,366
0.0009036555262267094,0,6-4,S6:Jason Taylor,5,4,21,367
0.00024375661710829814,0,6-4,S6:Kristi Yamaguchi,5,4,45,368
0.06867288207229709,0,6-4,S6:Mario,5,4,36,369
0.10897702255437289,0,6-4,S6:Marissa Jaret Winokur,5,4,52,370
0.22032792993334174,0,6-4,S6:Marlee Matlin,5,4,27,371
0.16432794829731104,0,6-4,S6:Priscilla Presley,5,4,43,374
0.04560870664520062,0,6-4,S6:Shannon Elizabeth,5,4,19,375
0.04581429288128213,0,6-5,S6:Cristian de la Fuente,5,5,14,366
0.005414895766961496,0,6-5,S6:Jason Taylor,5,5,21,367
0.00016125260471675794,0,6-5,S6:Kristi Yamaguchi,5,5,45,368
0.06428872980033416,0,6-5,S6:Mario,5,5,36,369
0.18968300344450756,0,6-5,S6:Marissa Jaret Winokur,5,5,52,370
0.3815129765260033,0,6-5,S6:Marlee Matlin,5,5,27,371
0.2895654707101269,1,6-5,S6:Priscilla Presley,5,5,43,374
0.19633937556348505,0,6-5,S6:Shannon Elizabeth,5,5,19,375
0.03116699491477523,0,6-6,S6:Cristian de la Fuente,5,6,14,366
0.04525630285180493,0,6-6,S6:Jason Taylor,5,6,21,367
0.0002187363901209051,0,6-6,S6:Kristi Yamaguchi,5,6,45,368
0.10251934759324681,0,6-6,S6:Mario,5,6,36,369
0.24172973196841685,0,6-6,S6:Marissa Jaret Winokur,5,6,52,370
0.5830222165365174,1,6-6,S6:Marlee Matlin,5,6,27,371
0.28371819923842534,0,6-6,S6:Shannon Elizabeth,5,6,19,375
0.17164098943968534,0,6-7,S6:Cristian de la Fuente,5,7,14,366
0.00899769194414085,0,6-7,S6:Jason Taylor,5,7,21,367
0.003269769355879215,0,6-7,S6:Kristi Yamaguchi,5,7,45,368
0.2710004972571369,0,6-7,S6:Mario,5,7,36,369
0.22798143586444675,0,6-7,S6:Marissa Jaret Winokur,5,7,52,370
0.41455656925192047,1,6-7,S6:Shannon Elizabeth,5,7,19,375
0.012080760497659618,0,6-8,S6:Cristian de la Fuente,5,8,14,366
0.08570403705591093,0,6-8,S6:Jason Taylor,5,8,21,367
0.008581347231800478,0,6-8,S6:Kristi Yamaguchi,5,8,45,368
0.4558377916804841,1,6-8,S6:Mario,5,8,36,369
0.6800019200892976,0,6-8,S6:Marissa Jaret Winokur,5,8,52,370
0.09600262944430957,0,6-9,S6:Cristian de la Fuente,5,9,14,366
0.09602515473012765,0,6-9,S6:Jason Taylor,5,9,21,367
0.009277224494724266,0,6-9,S6:Kristi Yamaguchi,5,9,45,368
0.7435178858740692,1,6-9,S6:Marissa Jaret Winokur,5,9,52,370
7.635738449770208e-06,0,7-1,S7:Brooke Burke,6,1,19,377
0.1301986197965327,0,7-1,S7:Cloris Leachman,6,1,15,378
0.008745634049434743,0,7-1,S7:Cody Linley,6,1,35,379
0.4351196595404632,1,7-1,S7:Jeffrey Ross,6,1,21,380
0.09796800876732234,0,7-1,S7:Kim Kardashian,6,1,45,381
0.001247602927865441,0,7-1,S7:Lance Bass,6,1,41,382
0.020460831766321453,0,7-1,S7:Maurice Greene,6,1,14,383
0.021633960263010604,0,7-1,S7:Misty May-Treanor,6,1,44,384
0.11993125062706342,0,7-1,S7:Rocco DiSpirito,6,1,36,385
0.03707564559337962,0,7-1,S7:Susan Lucci,6,1,52,386
0.09906670929310345,1,7-1,S7:Ted McGinley,6,1,30,387
0.01416647591685688,0,7-1,S7:Toni Braxton,6,1,2,388
0.0010756343628489063,0,7-1,S7:Warren Sapp,6,1,40,389
4.4496757786329816e-05,0,7-2,S7:Brooke Burke,6,2,19,377
0.26714252804960703,0,7-2,S7:Cloris Leachman,6,2,15,378
0.018583909872096818,0,7-2,S7:Cody Linley,6,2,35,379
0.1869504065024572,1,7-2,S7:Kim Kardashian,6,2,45,381
0.0056914685512801134,0,7-2,S7:Lance Bass,6,2,41,382
0.0542312539963174,0,7-2,S7:Maurice Greene,6,2,14,383
0.04791899325002074,1,7-2,S7:Misty May-Treanor,6,2,44,384
0.25863441206972265,0,7-2,S7:Rocco DiSpirito,6,2,36,385
0.061900949056393914,0,7-2,S7:Susan Lucci,6,2,52,386
0.030280768857520346,0,7-2,S7:Toni Braxton,6,2,2,388
0.00041799892691600743,0,7-2,S7:Warren Sapp,6,2,40,389
0.00010051555871721637,0,7-4,S7:Brooke Burke,6,4,19,377
0.1282357787827575,0,7-4,S7:Cloris Leachman,6,4,15,378
0.04973333639870286,0,7-4,S7:Cody Linley,6,4,35,379
0.0014304495849049384,0,7-4,S7:Lance Bass,6,4,41,382
0.14837004373214382,0,7-4,S7:Maurice Greene,6,4,14,383
0.4706420750375443,1,7-4,S7:Rocco DiSpirito,6,4,36,385
0.10455400442657259,0,7-4,S7:Susan Lucci,6,4,52,386
0.15377547061128413,0,7-4,S7:Toni Braxton,6,4,2,388
0.01180996187167005,0,7-4,S7:Warren Sapp,6,4,40,389
7.063512000346382e-05,0,7-5,S7:Brooke Burke,6,5,19,377
0.5605410617162697,0,7-5,S7:Cloris Leachman,6,5,15,378
0.012271049962164533,0,7-5,S7:Cody Linley,6,5,35,379
0.11945917006942358,0,7-5,S7:Lance Bass,6,5,41,382
0.06533094669823036,0,7-5,S7:Maurice Greene,6,5,14,383
0.22880882530009655,0,7-5,S7:Susan Lucci,6,5,52,386
0.2623590502070504,1,7-5,S7:Toni Braxton,6,5,2,388
0.012387504684379744,0,7-5,S7:Warren Sapp,6,5,40,389
0.0003987948947781715,0,7-6,S7:Brooke Burke,6,6,19,377
0.7391644753676323,1,7-6,S7:Cloris Leachman,6,6,15,378
0.1387467748008373,0,7-6,S7:Cody Linley,6,6,35,379
0.0018217971826312847,0,7-6,S7:Lance Bass,6,6,41,382
0.28764466994463866,0,7-6,S7:Maurice Greene,6,6,14,383
0.3660839892184827,0,7-6,S7:Susan Lucci,6,6,52,386
0.014689549617848189,0,7-6,S7:Warren Sapp,6,6,40,389
7.3072861196045855e-06,0,7-7,S7:Brooke Burke,6,7,19,377
0.4303387211864796,0,7-7,S7:Cody Linley,6,7,35,379
0.06037244319648294,0,7-7,S7:Lance Bass,6,7,41,382
0.5000051762897375,0,7-7,S7:Maurice Greene,6,7,14,383
0.6265348871458006,1,7-7,S7:Susan Lucci,6,7,52,386
0.24586092551932465,0,7-7,S7:Warren Sapp,6,7,40,389
0.0012445929896068603,0,7-8,S7:Brooke Burke,6,8,19,377
0.5066920239315179,0,7-8,S7:Cody Linley,6,8,35,379
0.12400793329743204,0,7-8,S7:Lance Bass,6,8,41,382
0.6641386949947188,1,7-8,S7:Maurice Greene,6,8,14,383
0.029982378099009235,0,7-8,S7:Warren Sapp,6,8,40,389
0.05258062999139818,0,7-9,S7:Brooke Burke,6,9,19,377
0.8383102505512507,1,7-9,S7:Cody Linley,6,9,35,379
0.0015426237809880899,0,7-9,S7:Lance Bass,6,9,41,382
0.39269985541908864,0,7-9,S7:Warren Sapp,6,9,40,389
0.1838184258300646,1,8-2,S8:Belinda Carlisle,7,2,34,390
0.02957572209742031,0,8-2,S8:Chuck Wicks,7,2,35,391
0.05434747134699502,0,8-2,S8:David Alan Grier,7,2,40,392
0.18891090242410594,0,8-2,S8:Denise Richards,7,2,44,393
4.2430619785500576e-05,0,8-2,S8:Gilles Marini,7,2,14,394
0.3153710116767604,0,8-2,S8:Holly Madison,7,2,20,395
0.09392229014262635,0,8-2,S8:Lawrence Taylor,7,2,21,396
0.0035007015522019033,0,8-2,S8:Lil' Kim,7,2,19,397
8.536431211414043e-05,0,8-2,S8:Melissa Rycroft,7,2,52,398
0.000668729054813349,0,8-2,S8:Shawn Johnson,7,2,45,399
0.38438157372370757,0,8-2,S8:Steve Wozniak,7,2,36,400
0.20392388184212581,0,8-2,S8:Steve-O,7,2,41,401
0.01283509547176551,0,8-2,S8:Ty Murray,7,2,13,402
0.04235031659259349,0,8-3,S8:Chuck Wicks,7,3,35,391
0.07930165598174876,0,8-3,S8:David Alan Grier,7,3,40,392
0.24986870370102796,1,8-3,S8:Denise Richards,7,3,44,393
0.000146062821478046,0,8-3,S8:Gilles Marini,7,3,14,394
0.31669572228769377,0,8-3,S8:Holly Madison,7,3,20,395
0.13866463715636082,0,8-3,S8:Lawrence Taylor,7,3,21,396
0.005260790954657571,0,8-3,S8:Lil' Kim,7,3,19,397
0.0001532736593639172,0,8-3,S8:Melissa Rycroft,7,3,52,398
0.0005851339210671436,0,8-3,S8:Shawn Johnson,7,3,45,399
0.6101723991315378,0,8-3,S8:Steve Wozniak,7,3,36,400
0.30396441237937216,0,8-3,S8:Steve-O,7,3,41,401
0.011992361124120825,0,8-3,S8:Ty Murray,7,3,13,402
0.07452452869273343,0,8-4,S8:Chuck Wicks,7,4,35,391
0.1212367652842419,0,8-4,S8:David Alan Grier,7,4,40,392
9.682707622023177e-05,0,8-4,S8:Gilles Marini,7,4,14,394
0.4143216084349221,1,8-4,S8:Holly Madison,7,4,20,395
0.17187865095695523,0,8-4,S8:Lawrence Taylor,7,4,21,396
0.008220635397753404,0,8-4,S8:Lil' Kim,7,4,19,397
0.00022132287669851433,0,8-4,S8:Melissa Rycroft,7,4,52,398
