event_id,season_id,week,week_z,n_active,contestant_key,celeb_id,pro_id,industry_id,age_z,eliminated_flag,y_j_score_z,score_c,y_f_logit_share_mean,fan_c,y_latent_mean,share_latent_mean
3-8,2,8,1.2576951185433265,4,S3:Emmitt Smith,332,14,1,0.0553002983983286,0,0.7509803771972656,-0.06318497657775879,-1.2484063180763405,-0.005025621148433412,-1.390804399492525,0.1992793701024197
3-8,2,8,1.2576951185433265,4,S3:Joey Lawrence,335,21,0,-0.4876633819203531,0,0.7509803771972656,-0.06318497657775879,-1.3992449984981712,-0.21877373443933923,-1.6045525127834308,0.1673462998040164
3-8,2,8,1.2576951185433265,4,S3:Mario Lopez,336,36,0,-0.3325309018293012,0,1.1300902366638184,0.31592488288879395,-0.2849369869409854,0.8890745859483832,-0.4967041923957084,0.3783155078453706
3-8,2,8,1.2576951185433265,4,S3:Monique Coleman,337,43,0,-0.8754945821479829,1,0.624610424041748,-0.18955492973327637,-1.735824376347188,-0.6652752303606109,-2.0510540087047024,0.1139459228813987
3-9,2,9,1.6216608747570571,3,S3:Emmitt Smith,332,14,1,0.0553002983983286,0,1.3828301429748535,0.0,-0.6172904620727909,0.035582111630787505,-0.9283319924453438,0.2832632395739341
3-9,2,9,1.6216608747570571,3,S3:Joey Lawrence,335,21,0,-0.4876633819203531,1,1.3828301429748535,0.0,-0.7889634993221214,-0.21607020731823645,-1.1799843113943678,0.235055017101005
3-9,2,9,1.6216608747570571,3,S3:Mario Lopez,336,36,0,-0.3325309018293012,0,1.3828301429748535,0.0,-0.6757487976957702,0.1804880956874486,-0.7834260083886827,0.3135819729535558
4-2,3,2,-0.9260994187390597,11,S4:Apolo Anton Ohno,343,35,1,-0.9530608221935088,0,0.7039303779602051,0.8291378170251846,-1.1238450732015437,1.9288596644729246,-1.2782844749499185,0.2178423853895976
4-2,3,2,-0.9260994187390597,11,S4:Billy Ray Cyrus,344,36,5,0.6758302187625363,0,-0.4083276689052582,-0.2831202298402786,-3.3747072766784556,-0.6203738151771554,-3.8275179545999984,0.0213000027749858
4-2,3,2,-0.9260994187390597,11,S4:Clyde Drexler,345,22,1,0.5982639787170104,0,-1.075682520866394,-0.9504750818014145,-4.666348864434728,-1.866957210100527,-5.07410134952337,0.0062178035344675
4-2,3,2,-0.9260994187390597,11,S4:Heather Mills,346,34,3,0.2104327784893805,0,0.2590271532535553,0.38423459231853485,-2.263978379709215,0.2510019813482298,-2.9561421580746132,0.0494470175570313
4-2,3,2,-0.9260994187390597,11,S4:Ian Ziering,347,14,0,0.4431314986259584,0,-0.1858760565519333,-0.060668617486953735,-3.110790935600306,0.02136094230579655,-3.1857831971170465,0.0397042453467537
4-2,3,2,-0.9260994187390597,11,S4:Joey Fatone,348,40,5,-0.4876633819203531,0,0.2590271532535553,0.38423459231853485,-2.1227697490566926,1.2213057838881407,-1.9858383555347023,0.1206978405319564
4-2,3,2,-0.9260994187390597,11,S4:John Ratzenberger,349,21,0,1.7617575793999,0,-0.4083276689052582,-0.2831202298402786,-3.4746557001523084,-0.7782561750555579,-3.985400314478401,0.0182459028290335
4-2,3,2,-0.9260994187390597,11,S4:Laila Ali,350,44,1,-0.565229621965879,0,0.9263820052146912,1.0515894442796707,-0.5450059073285152,2.257081839118318,-0.9500623003045252,0.2788722930552288
