event_id,season,week,slot,contestant_id,pi_mean,pi_sd,pi_hdi_low,pi_hdi_high,pi_hdi_width,pi_q025,pi_q975
1-3,1,3,1,S1:Joey McIntyre,0.20759725597373047,0.19624283286924188,8.704011504498876e-08,0.5870924489223461,0.5870923618822311,0.0023925265478286903,0.7712555147123794
1-3,1,3,2,S1:John O'Hurley,0.21744098154747435,0.20267951244489943,4.357904354010957e-07,0.6193009448166784,0.619300509026243,0.0024410524807017245,0.7937958844351224
1-3,1,3,3,S1:Kelly Monaco,0.24787941713131084,0.22254165213865465,1.5789430408979742e-07,0.7069524810358115,0.7069523231415075,0.0038410089455291267,0.8432493577855418
1-3,1,3,4,S1:Rachel Hunter,0.17134945486837433,0.17798296272672548,8.693010213205825e-06,0.5218278361069474,0.5218191430967342,0.0014403677023222161,0.7063589405676219
1-4,1,4,0,S1:Joey McIntyre,0.27431005729687485,0.22817782742505555,2.2000429494420443e-07,0.7205525632210054,0.7205523432167105,0.0032496558550098214,0.85850959211119
1-4,1,4,1,S1:John O'Hurley,0.27657648675181834,0.23069195364402592,2.174568626769957e-06,0.744889546904222,0.7448873723355953,0.003614431410742776,0.8663481015816954
1-4,1,4,2,S1:Kelly Monaco,0.2822948304805543,0.23435062596866416,1.0269487675530795e-05,0.7705914953816072,0.7705812258939316,0.0037786524429428555,0.8933657989758005
1-4,1,4,3,S1:Rachel Hunter,0.16681862547075246,0.16601531053621543,4.85790174656793e-06,0.4562748794335125,0.45627002153176593,0.001452745917295873,0.6560608393604165
1-5,1,5,0,S1:Joey McIntyre,0.28272172437197013,0.22977904532534726,4.704830793875715e-06,0.7368601499328966,0.7368554451021028,0.004222965341370355,0.8738360797352153
1-5,1,5,1,S1:John O'Hurley,0.34414128159712437,0.2520628657019737,4.120662370896317e-06,0.8290797399365178,0.829075619274147,0.005694951129806385,0.925797563139188
1-5,1,5,2,S1:Kelly Monaco,0.3731369940309055,0.2623495601794417,4.0827080723271036e-08,0.86219788064682,0.8621978398197393,0.006993293706219196,0.9457436916901616
1-6,1,6,0,S1:John O'Hurley,0.48677463063692405,0.2950171100357553,0.0001024620676260941,0.9590815671279561,0.95897910506033,0.010914595199974763,0.9879587128238007
1-6,1,6,1,S1:Kelly Monaco,0.513225369363076,0.2950171100357553,0.040918432872043865,0.9998975379323739,0.95897910506033,0.01204128717619941,0.9890854048000253
2-1,2,1,0,S2:Drew Lachey,0.10473195767893,0.12682940611028193,2.1670424808906454e-07,0.31630964194007394,0.31630942523582584,0.0007945514599803067,0.46120968933395456
2-1,2,1,1,S2:George Hamilton,0.10524641837462097,0.12863232427684165,1.372566031555105e-06,0.32085210633883854,0.320850733772807,0.0008064702545368185,0.49701157853635713
2-1,2,1,2,S2:Giselle Fernandez,0.08008468353474445,0.10258340799742703,2.852720274131596e-06,0.2418535113811984,0.24185065866092426,0.0005902256019763365,0.3694419129453926
2-1,2,1,3,S2:Jerry Rice,0.1481683120866563,0.16533030216184694,4.6830562462415506e-08,0.46565544976954976,0.4656554029389873,0.001495112906063982,0.6365860186487268
2-1,2,1,4,S2:Kenny Mayne,0.057928350549005,0.06333958041390399,7.3111985613572e-07,0.15657228582327523,0.1565715547034191,0.0006064463630561982,0.20973775594275315
2-1,2,1,5,S2:Lisa Rinna,0.10057699809689934,0.12425922228044971,1.2713188477969182e-07,0.3147400418303769,0.3147399146984921,0.0007300028402801021,0.47438300805590117
2-1,2,1,6,S2:Master P,0.12608497681440203,0.14296780114639102,5.684277627207859e-07,0.36996182481634715,0.3699612563885844,0.0010805313134534882,0.5611545281063169
2-1,2,1,7,S2:Stacy Keibler,0.10304317611282213,0.12560049947725502,3.4463311539858817e-06,0.3091848976143398,0.3091814512831858,0.0009912976300751532,0.4815302833967403
2-1,2,1,8,S2:Tatum O'Neal,0.08239560748787464,0.11063869634200076,1.91649599001786e-06,0.24167541060200504,0.24167349410601502,0.0006111887385642052,0.3949266283987384
2-1,2,1,9,S2:Tia Carrere,0.09173951926404512,0.11564967627610574,3.6263888572079963e-07,0.2694229089768454,0.2694225463379597,0.000719149027185949,0.419143396734227
2-2,2,2,0,S2:Drew Lachey,0.1152386687618987,0.13500427868414375,3.516822206222798e-07,0.34968468697579497,0.34968433529357434,0.0011519085877606694,0.5112097954739634
2-2,2,2,1,S2:George Hamilton,0.11392817936740307,0.1347262988009398,7.696667116280604e-07,0.3500609569755756,0.35006018730886396,0.0009665417863203118,0.5363803347082877
2-2,2,2,2,S2:Giselle Fernandez,0.08412569047320453,0.09903385516002043,4.9132944977354184e-06,0.2488797309373301,0.24887481764283237,0.0008356261654636757,0.3727145316895647
2-2,2,2,3,S2:Jerry Rice,0.1613293012576428,0.17584218489443948,2.1687511405707567e-06,0.5144755427663835,0.514473374015243,0.002041848086493676,0.7090172936108653
2-2,2,2,4,S2:Lisa Rinna,0.10943896747398961,0.13021238264827856,1.845513578797903e-07,0.33561375258852777,0.3356135680371699,0.0008569880521003425,0.4964878188086977
2-2,2,2,5,S2:Master P,0.136421988214529,0.14818948535676388,4.119279223095472e-06,0.39493440526458695,0.39493028598536384,0.0013447592709363277,0.5654476927764972
2-2,2,2,6,S2:Stacy Keibler,0.11429485083987148,0.13445947028764094,2.2461788055101606e-06,0.3533076151630768,0.3533053689842713,0.0011716093663208943,0.5013540837514517
2-2,2,2,7,S2:Tatum O'Neal,0.06581171785501871,0.07347259674376544,1.5453550196581519e-06,0.17771556302156058,0.1777140176665409,0.0006821533708068836,0.24532176674107117
2-2,2,2,8,S2:Tia Carrere,0.09941063575644213,0.12126973661320047,3.313910452659496e-08,0.2970294327836187,0.2970293996445142,0.0007564255588875994,0.4606661104534641
2-3,2,3,0,S2:Drew Lachey,0.123930894181015,0.13845810819328017,8.747331355314621e-08,0.36838179484505423,0.3683817073717407,0.001068768252246145,0.540050469683205
2-3,2,3,1,S2:George Hamilton,0.12404551552430866,0.14306170625864917,1.2100168601118022e-06,0.3705674732588364,0.3705662632419763,0.0010711726992074955,0.5723969692195051
2-3,2,3,2,S2:Giselle Fernandez,0.06904857155299013,0.07600663759891867,1.2987344784360611e-06,0.18012158994585728,0.18012029121137885,0.0007502071159408291,0.24816075404447552
2-3,2,3,3,S2:Jerry Rice,0.18152281882278534,0.183901473816061,1.2306866222101934e-06,0.5509867160612869,0.5509854853746647,0.002418972251180655,0.7098773139172467
2-3,2,3,4,S2:Lisa Rinna,0.11722846856199143,0.13372618953285872,1.278187033833662e-07,0.35206701946879726,0.35206689165009386,0.0011005534312008413,0.5194276970774209
2-3,2,3,5,S2:Master P,0.1541962020408777,0.1642686327890867,3.7531760399512798e-06,0.460428851061127,0.46042509788508706,0.0014182824243514109,0.6616689008846733
2-3,2,3,6,S2:Stacy Keibler,0.1252871682535032,0.1415214947446497,3.0030030726489433e-06,0.37390818325454495,0.3739051802514723,0.0014351897234594283,0.5422556403458116
2-3,2,3,7,S2:Tia Carrere,0.10474036106252854,0.12209098428085838,1.1440044576582667e-06,0.29934458314177864,0.299343439137321,0.0009876077436236001,0.4518928295749093
2-4,2,4,0,S2:Drew Lachey,0.14008849331631487,0.15645480345479917,1.404685069529778e-07,0.42978332323843366,0.4297831827699267,0.0011423088454990292,0.601350802319585
2-4,2,4,1,S2:George Hamilton,0.1490652900415816,0.16268206650374592,1.0031938662636042e-06,0.46603106066564853,0.4660300574717823,0.001081205376689457,0.6514257482460282
2-4,2,4,2,S2:Jerry Rice,0.19766215097893172,0.1963128967033812,8.784241349088066e-09,0.6040700440299422,0.6040700352457009,0.002068335639395871,0.767392051912267
2-4,2,4,3,S2:Lisa Rinna,0.13038182806009724,0.14614241380896467,1.8229649811662597e-06,0.3965171772189637,0.3965153542539825,0.0009183400797081109,0.574973361152416
2-4,2,4,4,S2:Master P,0.11806794604925941,0.12930216297898026,3.8039303914486496e-06,0.31963546408995763,0.3196316601595662,0.0010520194251517577,0.45370777479467533
2-4,2,4,5,S2:Stacy Keibler,0.14169635947755393,0.15673919450141482,1.8390621044404974e-07,0.4330656918766898,0.4330655079704794,0.00115556807156585,0.6186891042737697
2-4,2,4,6,S2:Tia Carrere,0.12303793207626125,0.14126132154334892,2.072580540709024e-06,0.3699272471731596,0.3699251745926189,0.0008908258916320118,0.5438595227699932
2-5,2,5,0,S2:Drew Lachey,0.16441137104261203,0.17064451872252415,2.7088888028321576e-06,0.49228842874877776,0.49228571985997494,0.001740249595760184,0.6700506547269633
2-5,2,5,1,S2:George Hamilton,0.16547733703066012,0.1722417970006494,8.048159505327142e-07,0.49805444137317156,0.498053636557221,0.0015238542161420295,0.6807657662987326
2-5,2,5,2,S2:Jerry Rice,0.23448683832061243,0.21222554733679677,6.114032909707133e-07,0.6606838610049549,0.6606832496016639,0.00416576592975755,0.8250610294423507
2-5,2,5,3,S2:Lisa Rinna,0.15795103685476614,0.170922692995518,5.456192298980568e-07,0.4839444416114538,0.48394389599222387,0.0014314987007704465,0.6766568597883388
2-5,2,5,4,S2:Stacy Keibler,0.1630009532400699,0.17012443057932522,7.078079874685689e-07,0.48292582933906975,0.4829251215310823,0.0012486679317618324,0.6769239891526365
2-5,2,5,5,S2:Tia Carrere,0.11467246351127941,0.12219444975834312,3.75838762006346e-06,0.30894072131000766,0.3089369629223876,0.0011094480470539554,0.4582916939203141
2-6,2,6,0,S2:Drew Lachey,0.19793521364322142,0.19596330183096572,3.427915812241619e-07,0.6023586963977227,0.6023583536061414,0.0017414161639839883,0.7751511993436603
2-6,2,6,1,S2:George Hamilton,0.14886625557312913,0.15065529743980202,1.7619815413324125e-06,0.4003951121025945,0.40039335012105315,0.0012876591476362101,0.5698786222508616
2-6,2,6,2,S2:Jerry Rice,0.2731583665404124,0.22933816797095657,4.29382370518896e-06,0.7350453939246349,0.7350411001009297,0.003511454946053266,0.8614269377375593
2-6,2,6,3,S2:Lisa Rinna,0.1839357726272981,0.1823073110689785,4.2531200526956295e-06,0.5440975720525351,0.5440933189324824,0.0015561097939410496,0.7002351827994183
2-6,2,6,4,S2:Stacy Keibler,0.1961043916159389,0.1943106849975619,5.8507555716849335e-06,0.5711936139075332,0.5711877631519615,0.0015979577362274715,0.7581209565188949
2-7,2,7,0,S2:Drew Lachey,0.23814627254874937,0.21329695715865507,4.4650350126143386e-06,0.6590501050673269,0.6590456400323143,0.002683082128427641,0.8338063149883679
2-7,2,7,1,S2:Jerry Rice,0.3420295290562708,0.25101157310711475,3.1717555695188864e-06,0.828573122722012,0.8285699509664425,0.0068304269519014575,0.9192822191930115
2-7,2,7,2,S2:Lisa Rinna,0.17901932067758797,0.17212830384098146,2.0172897805677454e-06,0.4927525128592587,0.49275049556947814,0.001559175535111576,0.668864397621139
2-7,2,7,3,S2:Stacy Keibler,0.2408048777173919,0.21372770065072938,6.760487511578066e-06,0.6667788340328719,0.6667720735453603,0.0024905044946717764,0.825377412379715
2-8,2,8,0,S2:Drew Lachey,0.3033880731749023,0.2449669931151686,1.1314388943686158e-06,0.790296915395007,0.7902957839561127,0.0038806718979518652,0.9116680110333559
2-8,2,8,1,S2:Jerry Rice,0.3940147205530724,0.26981687721695163,1.3120946132380624e-05,0.8882523528648625,0.8882392319187301,0.00964822524766505,0.9487733128992496
2-8,2,8,2,S2:Stacy Keibler,0.30259720627202535,0.24636170808696237,8.595632024418968e-06,0.7944679509451565,0.7944593553131322,0.0036051145548734813,0.9178553179344364
3-1,3,1,0,S3:Emmitt Smith,0.10139485738358417,0.12900736827720782,4.013615795820397e-06,0.3329299315496242,0.33292591793382836,0.0008379748682751063,0.5022455132700623
3-1,3,1,1,S3:Harry Hamlin,0.08549602283711977,0.10909956884262018,8.345809486140368e-07,0.26065524357580394,0.2606544089948553,0.0007090019460349346,0.3935312632620664
3-1,3,1,2,S3:Jerry Springer,0.09053060777293048,0.11972146909342363,3.6495176800695033e-07,0.2821473185313363,0.28214695357956826,0.0008361764631215576,0.47223334286601587
3-1,3,1,3,S3:Joey Lawrence,0.09477130406451155,0.12480926056827334,7.014767599179538e-07,0.3082145995125685,0.3082138980358086,0.0006594887631163265,0.4744702550163416
3-1,3,1,4,S3:Mario Lopez,0.10094924672694147,0.13116064448854567,3.527382618036423e-07,0.3179829071831303,0.3179825544448685,0.0009512233212117805,0.525633603302441
3-1,3,1,5,S3:Monique Coleman,0.08982415158986784,0.1168203466853848,7.188042134095818e-08,0.2779866552346224,0.27798658335420107,0.00079017482622641,0.448624451643331
3-1,3,1,6,S3:Sara Evans,0.08803162120446549,0.11317361560523716,9.549284050746679e-08,0.27224651200093686,0.27224641650809633,0.000671350334184679,0.4204068404412006
3-1,3,1,7,S3:Shanna Moakler,0.09049902272641809,0.12277620926821224,1.470029680292617e-06,0.29508853205674446,0.29508706202706414,0.0007355243106137872,0.4672335739198192
3-1,3,1,8,S3:Tucker Carlson,0.08140337076211308,0.10305147380177491,1.3920318133744555e-06,0.23203396617811195,0.23203257414629858,0.0007990881463547021,0.37215230428664153
3-1,3,1,9,S3:Vivica A. Fox,0.0883304904297257,0.11470431829386347,8.305897421300759e-08,0.2633911026112522,0.263391019552278,0.0005761632480691705,0.42642767168145834
3-1,3,1,10,S3:Willa Ford,0.08876930450232234,0.11511246913361801,5.897468486942052e-07,0.27553467895574196,0.2755340892088933,0.0005246918316989272,0.42743367689480716
3-2,3,2,0,S3:Emmitt Smith,0.11366865238567021,0.13972108578912737,2.447529233588395e-07,0.3545708129979613,0.3545705682450379,0.0012017579189256195,0.5671530404731857
3-2,3,2,1,S3:Harry Hamlin,0.09551588487845748,0.11739531016422347,1.4461893521413261e-06,0.2886370698967965,0.28863562370744433,0.0008030596730167397,0.4424613909713617
3-2,3,2,2,S3:Jerry Springer,0.09824242192090865,0.12662445781660317,1.3717793737071399e-09,0.29992002271257306,0.2999200213407937,0.0008871419010816102,0.4946828661346876
3-2,3,2,3,S3:Joey Lawrence,0.10105727693395529,0.12871558197623864,3.1106371489201517e-07,0.3122369508204116,0.3122366397566967,0.0006602584740827781,0.47820321611944017
3-2,3,2,4,S3:Mario Lopez,0.10838812151028539,0.13321764786868537,7.112812635310412e-07,0.32777618930815383,0.3277754780268903,0.0009924581072247895,0.5217624191336763
3-2,3,2,5,S3:Monique Coleman,0.09814786676240118,0.1246534069148963,1.369314381738107e-06,0.3047333346851647,0.304731965370783,0.0008728619405155989,0.47677318935982
3-2,3,2,6,S3:Sara Evans,0.10249362132771708,0.12579023272924533,1.2664681704626202e-06,0.31193057778764294,0.3119293113194725,0.0006127785692945266,0.48129477106186364
3-2,3,2,7,S3:Shanna Moakler,0.09192484544070131,0.114135615731567,4.537721637663406e-06,0.2737988114904162,0.2737942737687785,0.0007175170207962401,0.41515064375683364
3-2,3,2,8,S3:Vivica A. Fox,0.09540419627003391,0.11684889704696551,2.898500058968454e-06,0.28441630717981864,0.28441340867975967,0.0008125001365726557,0.4222679105962743
3-2,3,2,9,S3:Willa Ford,0.0951571125698695,0.11891854105645315,8.641124786108641e-07,0.289523294282878,0.28952243017039936,0.0008094022057240255,0.43258357884491394
3-3,3,3,0,S3:Emmitt Smith,0.12160092239578003,0.14498094821173343,4.903990427818583e-06,0.3829129971135733,0.3829080931231455,0.0009634323648521841,0.5844633631750027
3-3,3,3,1,S3:Harry Hamlin,0.10077548420293811,0.12052178396700385,5.468689793812961e-07,0.2990123576744254,0.29901181080544603,0.0008721009818516757,0.44317395050646796
3-3,3,3,2,S3:Jerry Springer,0.10896179131011131,0.13392218403283385,1.7953883702161213e-06,0.33595251257222575,0.33595071718385555,0.0010560525423843079,0.4980040199706653
3-3,3,3,3,S3:Joey Lawrence,0.11349599186068716,0.13871361806019092,2.11541112967549e-09,0.3699361392449537,0.3699361371295426,0.0008918964435730754,0.5549296236637818
3-3,3,3,4,S3:Mario Lopez,0.12113889840466276,0.1446988574399502,4.27507593617274e-07,0.37490813405784595,0.37490770655025235,0.0011100423630445654,0.572842002573778
3-3,3,3,5,S3:Monique Coleman,0.10914817109380422,0.13355012655755694,4.276871348035361e-06,0.33509438599746744,0.3350901091261194,0.0008979818509771,0.5106167313223416
3-3,3,3,6,S3:Sara Evans,0.10945688144694361,0.13448618891883757,9.398432734853864e-08,0.33351383733873496,0.3335137433544076,0.0007066719174356025,0.5120771557847736
3-3,3,3,7,S3:Vivica A. Fox,0.10523666893999545,0.1272126085578381,4.1750205206187836e-07,0.3180495386137466,0.31804912111169453,0.0007233158408502489,0.49381239476097066
3-3,3,3,8,S3:Willa Ford,0.11018519034507734,0.13316828321117466,7.577180405554141e-07,0.33459110073558573,0.3345903430175452,0.0009011071088419137,0.49135023236904224
3-4,3,4,0,S3:Emmitt Smith,0.13525010772754228,0.15500576028562255,4.638465465239466e-06,0.4271224915899276,0.4271178531244624,0.0012889934445874075,0.6095201218442922
3-4,3,4,1,S3:Jerry Springer,0.12237865461700184,0.14404811432833203,7.134529595752446e-08,0.38095649598184167,0.3809564246365457,0.001250325462600449,0.564565053911246
3-4,3,4,2,S3:Joey Lawrence,0.1270576566049215,0.15033804691224414,7.838116662078303e-07,0.40532554338396026,0.4053247595722941,0.0009664182364504486,0.6001754795697147
3-4,3,4,3,S3:Mario Lopez,0.13279745182900266,0.15188890474349295,1.007035326396921e-06,0.41399783586217,0.4139968288268436,0.0013933147235067342,0.6014485694007858
3-4,3,4,4,S3:Monique Coleman,0.12154246821495805,0.139876689362824,1.435586627377093e-06,0.36475363629977636,0.364752200713149,0.0011281157540056488,0.5416831112369
3-4,3,4,5,S3:Sara Evans,0.12373698612149936,0.14314132454155604,6.154548777224487e-07,0.38436780048032315,0.3843671850254454,0.0009821812142624187,0.5792880296101491
3-4,3,4,6,S3:Vivica A. Fox,0.11264231004454857,0.1285809115492128,4.856787334088407e-06,0.3222018921669593,0.32219703537962524,0.0008480412141441412,0.4923064500622991
3-4,3,4,7,S3:Willa Ford,0.12459436484052572,0.1449437620572771,1.0698825792065493e-05,0.38219941539826785,0.3821887165724758,0.0009302084979671686,0.5579953519935005
3-5,3,5,0,S3:Emmitt Smith,0.1597952412966621,0.17305781727950856,1.360636364279729e-06,0.4967451496130287,0.4967437889766644,0.0017463944479748884,0.6924445972352145
3-5,3,5,1,S3:Jerry Springer,0.13884823645604513,0.15647398645510546,2.241578374911138e-08,0.43549384605693675,0.435493823641153,0.0012300917208951522,0.6095402666531061
3-5,3,5,2,S3:Joey Lawrence,0.14306939230670707,0.16106641399566393,1.16186126630417e-06,0.45266031103476556,0.45265914917349925,0.00120314020397029,0.6448116869926208
3-5,3,5,3,S3:Mario Lopez,0.15421299371910743,0.16901417970367286,1.843056463597937e-06,0.4797526546002779,0.47975081154381427,0.001695752495741751,0.6734332421974182
3-5,3,5,4,S3:Monique Coleman,0.13988941978378772,0.15466271033855136,4.9443283156230585e-06,0.418987350400356,0.4189824060720404,0.0012456565455279253,0.6122668540110272
3-5,3,5,5,S3:Sara Evans,0.13253447795615705,0.14518228455710624,1.035425782236751e-06,0.39245778460375613,0.3924567491779739,0.0012966750337933123,0.5488684082773881
3-5,3,5,6,S3:Willa Ford,0.13165023848153354,0.1434147473996542,9.303022028746638e-07,0.3852290304140528,0.38522810011184994,0.001179378826717209,0.5464293803654675
3-6,3,6,0,S3:Emmitt Smith,0.21100239918487926,0.20263573717983108,3.3615801504817728e-06,0.6186236664572304,0.61862030487708,0.0023356344903161215,0.7914436230313631
3-6,3,6,1,S3:Jerry Springer,0.19221591505263513,0.19166772225219622,1.941929900364278e-06,0.5661011622904009,0.5660992203605005,0.0021798431288363165,0.7520329514777414
3-6,3,6,2,S3:Joey Lawrence,0.19828284541128577,0.1997251704391368,8.280859190253116e-07,0.6099788442141004,0.6099780161281814,0.0015946360827212296,0.7727808531397125
3-6,3,6,3,S3:Mario Lopez,0.21051614026336588,0.205640717570786,5.334247068948029e-06,0.6264813581226982,0.6264760238756293,0.001801149309869254,0.8166596113266015
3-6,3,6,4,S3:Monique Coleman,0.187982700087834,0.18716950265229348,3.1095544959596913e-07,0.5617124814882116,0.561712170532762,0.0016681880990684446,0.7149409750410756
3-7,3,7,0,S3:Emmitt Smith,0.2142836301001775,0.2043054893012318,5.503697659625766e-06,0.6343623568343273,0.6343568531366677,0.0025757158353591275,0.797421518150102
3-7,3,7,1,S3:Jerry Springer,0.17852282311565945,0.18122536116043295,8.037275717521703e-07,0.526651020056631,0.5266502163290593,0.0017614673808783628,0.7231570920466991
3-7,3,7,2,S3:Joey Lawrence,0.19889930044755036,0.19801218994380443,9.381071587615687e-07,0.6055578656764731,0.6055569275693143,0.002062024218380396,0.770456085833625
3-7,3,7,3,S3:Mario Lopez,0.2127310953455867,0.2050916102979776,1.6468616398296454e-06,0.620934568984869,0.6209329221232291,0.002015468603802866,0.7895317056579305
3-7,3,7,4,S3:Monique Coleman,0.19556315099102597,0.19217001844155682,5.6789136096441626e-08,0.5650689899352237,0.5650689331460876,0.002185522305676577,0.7621119232223095
3-8,3,8,0,S3:Emmitt Smith,0.2681740722632528,0.23034280831390885,3.3875443045302566e-06,0.7316176854643871,0.7316142979200826,0.003609324354563888,0.8870127020300516
3-8,3,8,1,S3:Joey Lawrence,0.2450347744938448,0.21751950059539593,1.2320729669652982e-07,0.6812987026421462,0.6812985794348495,0.002389728660536198,0.8374533365684298
3-8,3,8,2,S3:Mario Lopez,0.26367845836402765,0.2280336379537264,2.459734739197617e-06,0.7206895461849162,0.720687086450177,0.002859050763878855,0.8785741039318786
3-8,3,8,3,S3:Monique Coleman,0.22311269487887475,0.20448969563450095,1.196163041142111e-07,0.6239798359838441,0.62397971636754,0.002581218579927551,0.7978030566676716
3-9,3,9,0,S3:Emmitt Smith,0.3495954128152693,0.2587892540292249,1.411071445145511e-05,0.8451069692346677,0.8450928585202162,0.0067507956435722,0.9376849786168852
3-9,3,9,1,S3:Joey Lawrence,0.299916123349024,0.24457529319979632,3.230339787006092e-07,0.7841803035091831,0.7841799804752044,0.003481941994027834,0.9048131850267899
3-9,3,9,2,S3:Mario Lopez,0.3504884638357067,0.26147257526106205,5.099634078281987e-06,0.8482647598499881,0.8482596602159098,0.0051977652357073105,0.9391712832614201
3-10,3,10,0,S3:Emmitt Smith,0.5031592081370369,0.28992655486780494,1.925976062383791e-05,0.9574221953514864,0.9574029355908625,0.009538251823077047,0.9863818578842442
3-10,3,10,1,S3:Mario Lopez,0.4968407918629631,0.28992655486780494,0.04257780464851354,0.9999807402393761,0.9574029355908625,0.013618142115755764,0.9904617481769229
4-1,4,1,0,S4:Apolo Anton Ohno,0.091968709917486,0.11483711383394067,9.915992710764343e-06,0.2859464898843502,0.2859365738916394,0.0008912950255991533,0.4328978379530649
4-1,4,1,1,S4:Billy Ray Cyrus,0.0922436213314241,0.122576660831905,1.0424027018883147e-06,0.3026066670155051,0.3026056246128032,0.0007063518651390828,0.4597390734788364
4-1,4,1,2,S4:Clyde Drexler,0.09008579009040883,0.11508524690596997,1.6484429775473017e-09,0.2816205527817536,0.2816205511333106,0.0006410252635054217,0.4277578819990875
4-1,4,1,3,S4:Heather Mills,0.08678705034536165,0.11154807105691976,3.717529558186674e-09,0.26515483956513286,0.2651548358476033,0.0005899448381872337,0.41877788440126756
4-1,4,1,4,S4:Ian Ziering,0.09210517313743652,0.12080141192795506,1.4749259047214239e-08,0.29140013298372536,0.2914001182344663,0.0006101280730286768,0.4458853045694655
4-1,4,1,5,S4:Joey Fatone,0.0993343352027588,0.13088444279639572,9.59918937130007e-08,0.31649791653046,0.3164978205385663,0.0004974708004416322,0.48481398214196497
4-1,4,1,6,S4:John Ratzenberger,0.08518751680382228,0.10686000083365894,2.2293597803025813e-06,0.2513561517019324,0.2513539223421521,0.000720189587016417,0.397836574001945
4-1,4,1,7,S4:Laila Ali,0.09697073053120192,0.1233863979667557,2.2113127039046265e-06,0.31283393756332945,0.31283172625062555,0.0007621515237315626,0.4800189599312818
4-1,4,1,8,S4:Leeza Gibbons,0.08728080124741074,0.11159588847570436,8.122138937753478e-08,0.2661029778426897,0.2661028966213003,0.0005725763291621119,0.4127648392464326
4-1,4,1,9,S4:Paulina Porizkova,0.08819514722917839,0.11423084308745307,1.238499937628039e-06,0.2796893816789952,0.2796881431790576,0.0009514722339187284,0.4290396716358718
4-1,4,1,10,S4:Shandi Finnessey,0.08984112416351078,0.11534873428026839,1.0987236871505953e-07,0.2838249678089102,0.2838248579365415,0.0006158969059432729,0.4357910616792877
4-2,4,2,0,S4:Apolo Anton Ohno,0.09614728906620336,0.12292351229924137,2.0493460255419575e-07,0.30442726633646217,0.3044270614018596,0.0007435122807368188,0.4572141662297429
4-2,4,2,1,S4:Billy Ray Cyrus,0.08936525126591588,0.11710525953413425,2.393606180224211e-07,0.27953316892803987,0.2795329295674218,0.0005137913424056439,0.42478665694212286
4-2,4,2,2,S4:Clyde Drexler,0.08464181337469756,0.11120790176510373,2.9924457865222034e-08,0.2545284431445471,0.25452841322008923,0.0006356540467180262,0.406759316997208
4-2,4,2,3,S4:Heather Mills,0.08808285393209148,0.11419090672329864,1.4108044903504816e-07,0.2750859835729312,0.27508584249248214,0.0006246788076985474,0.41678267469192415
4-2,4,2,4,S4:Ian Ziering,0.09433724406380661,0.12715168711057992,3.013574748571113e-07,0.2951666150387565,0.29516631368128166,0.0005930147573034204,0.4827561212291003
4-2,4,2,5,S4:Joey Fatone,0.09521130742846531,0.12397579936638609,2.595833008764075e-10,0.2918931965206621,0.2918931962610788,0.0008016140996262344,0.4713363307339955
